months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,combined_text,fraud_reported
175,39,892148,IN,500/1000,500,1359.36,5000000,450709,MALE,PhD,husband,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,9,3,YES,2,2,YES,71610,13020,6510,52080,2012,1995,3,29,2015,2,8,7256,hiking 9103 mlk lane arlington toyota highlander,1
102,32,783494,OH,100/300,500,1537.07,3000000,457733,MALE,JD,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,11,1,NO,1,0,NO,47400,9480,4740,33180,2004,2014,9,2,2015,2,4,155,chess 6515 oak lane northbend chevrolet silverado,1
315,44,206667,IL,250/500,1000,974.16,6000000,438328,FEMALE,Masters,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,12,3,NO,1,0,YES,26730,4860,4860,17010,2006,1993,5,5,2015,2,7,7948,sale reading 7576 pine ridge springfield volkswagen jetta,0
158,33,509489,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,4,3,NO,0,1,NO,36400,3640,7280,25480,1998,2013,12,21,2015,2,7,413,movie 1491 francis ridge springfield volkswagen jetta,0
128,35,437960,IN,250/500,1000,1074.99,0,453620,FEMALE,Associate,husband,0,-48800,Vehicle Theft,Rear Collision,Trivial Damage,Police,VA,16,1,NO,2,0,NO,7590,1380,690,5520,2012,2001,4,3,2015,1,2,5022,3492 britain st columbus accura mdx,0
66,30,984456,IN,500/1000,500,484.67,0,608309,FEMALE,College,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,2,3,NO,0,2,YES,65560,11920,11920,41720,2015,2003,6,24,2015,1,24,4232,paintball 2889 weaver st arlington volkswagen passat,1
285,44,212580,IL,500/1000,1000,1594.45,0,452747,MALE,High School,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,17,2,YES,2,3,NO,55680,6960,6960,41760,2006,2014,7,5,2015,2,5,215,5812 3rd hwy columbus saab 95,0
278,47,794951,IN,500/1000,500,1285.01,0,459630,MALE,Masters,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,21,1,NO,2,2,YES,58500,5850,5850,46800,2010,2008,4,21,2015,2,2,2478,sleeping 5071 1st lane hillsdale toyota camry,0
115,31,569714,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,18,3,YES,0,3,NO,34160,0,4270,29890,2005,2005,12,4,2015,3,1,3374,1472 4th drive riverwood audi a5,1
108,31,148498,IN,250/500,2000,1112.04,6000000,472209,FEMALE,PhD,own-child,52800,-54300,Parked Car,Rear Collision,Minor Damage,,SC,5,1,NO,1,3,NO,4290,780,780,2730,1998,2002,1,4,2015,1,13,4757,7583 washington ave arlington volkswagen passat,0
380,56,971338,OH,100/300,1000,1570.86,0,454685,MALE,MD,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,10,1,NO,0,1,YES,58160,7270,7270,43620,1996,2004,11,4,2015,1,5,3714,3167 4th ridge northbend saab 95,1
253,41,228403,IN,100/300,1000,1435.09,0,471519,FEMALE,College,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,17,1,NO,2,0,NO,56610,6290,6290,44030,1995,2004,4,20,2015,1,11,3918,7069 4th hwy northbrook chevrolet tahoe,0
350,54,939905,OH,500/1000,500,1495.1,0,609374,MALE,College,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,15,3,NO,0,0,NO,93480,15580,7790,70110,2014,2013,10,31,2015,2,12,469,basketball 4154 lincoln hwy northbend chevrolet malibu,0
210,39,620020,OH,500/1000,1000,984.45,0,474998,MALE,Associate,unmarried,0,0,Vehicle Theft,Rear Collision,Minor Damage,,NC,4,1,YES,1,2,NO,7800,780,780,6240,1997,1997,6,21,2015,1,2,6404,paintball 4615 embaracadero ave riverwood dodge ram,0
2,20,480094,IN,500/1000,1000,1189.98,4000000,613327,FEMALE,High School,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,22,1,NO,1,3,YES,48360,4030,8060,36270,2000,2003,3,9,2015,2,1,4347,golf 1953 sky lane columbus audi a5,0
222,39,378588,OH,500/1000,500,1757.87,0,458993,MALE,High School,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,9,3,YES,2,1,NO,55000,5000,10000,40000,1996,2004,2,29,2015,1,17,3975,1956 apache st northbrook saab 93,1
461,57,737593,IL,100/300,500,865.33,7000000,615220,FEMALE,High School,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,7,3,NO,0,1,NO,59040,9840,9840,39360,1995,1997,12,19,2015,1,14,6235,golf 5236 weaver drive hillsdale dodge ram,0
122,34,985436,IL,250/500,500,1495.06,0,452249,FEMALE,Masters,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,18,3,NO,2,0,YES,99990,18180,18180,63630,2011,2003,8,9,2015,1,7,4169,polo 2733 texas drive columbus mercedes e400,0
241,39,896890,IL,250/500,2000,1042.26,0,464107,MALE,JD,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,21,3,NO,1,2,NO,19080,4240,2120,12720,1995,1996,6,4,2015,1,31,6815,sale kayaking 5994 5th ave northbend saab 93,0
119,34,594783,IL,250/500,500,1299.18,0,463271,FEMALE,College,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,7,1,YES,2,1,YES,45540,8280,8280,28980,1998,2011,12,30,2015,1,8,1105,hiking 7393 washington st springfield honda civic,1
246,39,354455,IN,250/500,1000,1416.08,0,612546,FEMALE,JD,other-relative,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,16,1,YES,0,3,NO,45180,5020,5020,35140,2004,2007,4,19,2015,1,27,2840,yachting 6684 solo lane northbrook honda crv,0
247,44,926665,OH,250/500,2000,1101.51,0,619108,FEMALE,College,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,22,3,NO,2,2,NO,69480,11580,11580,46320,2008,1992,2,4,2015,2,11,8408,camping 9879 apache drive riverwood chevrolet tahoe,0
317,46,753844,IN,250/500,1000,1012.78,0,469126,MALE,MD,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,18,1,NO,2,1,NO,104610,19020,19020,66570,1999,1999,7,22,2015,1,26,5667,sale yachting 7877 3rd ridge arlington mercedes ml350,1
310,48,439660,OH,100/300,1000,845.16,0,434342,FEMALE,Masters,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,21,1,YES,1,0,NO,55170,6130,6130,42910,2005,2002,7,11,2015,2,25,4612,7066 texas ave northbend audi a5,1
234,43,965187,OH,250/500,500,1257.04,0,448294,MALE,Associate,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,4,1,NO,2,2,YES,51600,10320,5160,36120,2011,1990,3,26,2015,3,1,9106,reading 7197 2nd drive northbrook dodge neon,0
265,41,626074,IN,250/500,2000,1724.46,6000000,432491,FEMALE,Associate,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,18,3,NO,1,3,NO,44200,4420,4420,35360,2014,1997,9,29,2015,1,13,6315,sleeping 1985 5th ave northbend audi a5,0
190,35,284836,IN,250/500,500,1484.72,5000000,432699,FEMALE,High School,husband,0,0,Parked Car,Rear Collision,Trivial Damage,,NY,4,1,NO,0,1,NO,3840,640,320,2880,1998,2008,11,5,2015,2,2,2280,golf 5743 4th ridge riverwood saab 92x,0
255,43,594988,IN,500/1000,500,984.02,0,472724,FEMALE,JD,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,14,2,NO,2,2,NO,74700,7470,14940,52290,2007,2007,5,6,2015,2,10,2837,5249 4th ave columbus nissan maximum,1
409,57,538466,IN,100/300,1000,1191.8,6000000,435299,MALE,High School,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,19,1,NO,1,0,NO,73320,6110,12220,54990,2012,1995,7,29,2015,1,6,7101,exercise 6934 lincoln ave riverwood ford fusion,0
143,31,425631,IL,250/500,500,1163.83,0,604874,MALE,Associate,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,21,4,YES,2,0,NO,76120,6920,13840,55360,1999,2014,7,5,2015,2,21,231,movie 7609 rock st arlington audi a5,0
41,25,564654,OH,100/300,1000,1004.14,0,459889,MALE,Masters,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,13,3,NO,1,3,NO,48000,9600,4800,33600,1995,2003,7,16,2015,2,15,4232,sleeping 4242 rock lane hillsdale dodge ram,0
428,53,328387,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,NC,9,1,YES,2,2,NO,6930,630,1260,5040,2013,2014,5,6,2015,2,16,286,camping 2215 best ave springfield honda crv,0
297,48,751612,IN,250/500,1000,1464.73,3000000,443861,MALE,PhD,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,17,3,NO,0,0,NO,51480,5720,5720,40040,2013,2009,6,22,2015,1,25,2043,golf 8758 5th st arlington toyota highlander,0
126,31,889003,OH,250/500,1000,1328.26,0,613921,MALE,Masters,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,17,1,NO,1,1,NO,60840,13520,6760,40560,2011,1996,8,18,2015,1,2,6711,sale exercise 3447 solo ave hillsdale suburu forrestor,0
194,39,627540,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,wife,0,-45000,Vehicle Theft,Rear Collision,Minor Damage,,SC,15,1,YES,2,2,YES,8060,1240,1240,5580,2004,2010,5,21,2015,1,24,1709,kayaking 7877 sky lane springfield saab 95,0
80,27,143038,OH,500/1000,500,795.31,0,441923,MALE,JD,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,16,3,YES,1,3,NO,40810,3710,7420,29680,2000,2014,9,17,2015,2,12,148,skydiving 9719 4th lane arlington ford f150,1
273,47,602704,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,0,3,NO,1,3,NO,39800,7960,3980,27860,2014,2011,9,27,2015,1,24,1215,5969 francis st northbrook jeep wrangler,0
406,58,756981,OH,250/500,2000,1117.04,0,605121,MALE,MD,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,15,3,NO,1,2,NO,65520,10920,5460,49140,2009,2003,10,2,2015,1,1,4109,7571 elm ridge northbend volkswagen jetta,0
73,26,918777,IL,250/500,2000,1191.19,4000000,468813,MALE,MD,not-in-family,29300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,9,3,NO,0,1,YES,40160,5020,0,35140,2003,2003,4,4,2015,2,12,4332,basketball 3653 elm drive northbrook chevrolet tahoe,0
294,49,756870,IN,500/1000,500,1135.43,0,442604,MALE,Masters,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,23,3,YES,1,1,YES,42900,3900,3900,35100,2010,1996,1,26,2015,2,4,6949,9633 mlk lane columbus chevrolet malibu,0
241,39,485295,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,20,3,NO,0,2,YES,37520,4690,4690,28140,2010,2005,4,28,2015,2,22,3587,paintball 3659 oak lane northbrook jeep wrangler,0
277,44,936543,IN,500/1000,500,1412.31,0,620737,MALE,High School,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,NC,6,1,NO,1,3,NO,5000,1000,500,3500,2005,2001,6,26,2015,2,1,4968,5602 britain st riverwood jeep wrangler,0
1,33,388616,OH,250/500,2000,1391.63,0,466390,MALE,Associate,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,23,1,YES,0,3,NO,69400,6940,6940,55520,2000,1995,12,6,2015,2,26,7022,sale  8524 pine lane columbus mercedes c300,0
189,36,967756,OH,250/500,2000,1388.58,0,459122,FEMALE,MD,own-child,0,-49400,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,17,3,NO,1,3,YES,79560,13260,13260,53040,2009,2007,4,28,2015,2,13,2848,basketball 2617 andromedia drive riverwood ford escape,0
100,33,507452,OH,250/500,500,1124.59,6000000,459428,MALE,College,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,4,1,NO,1,2,NO,40800,6800,6800,27200,2004,2005,4,17,2015,2,26,3602,golf 5058 4th lane columbus bmw x5,0
3,29,276804,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,PA,3,1,NO,2,1,NO,5000,500,1000,3500,2008,1992,11,27,2015,2,2,8102,chess 1821 andromedia ridge springfield mercedes e400,1
150,30,354481,IN,100/300,1000,1342.02,0,608425,MALE,MD,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,,VA,8,1,YES,0,2,NO,4500,450,450,3600,1999,2004,11,17,2015,2,28,3755,polo 6317 best st arlington saab 93,0
107,26,261119,IL,500/1000,2000,932.14,0,612550,MALE,MD,own-child,40600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,2,3,NO,2,3,NO,78650,14300,7150,57200,1996,1997,3,21,2015,1,10,6504,sale  1273 rock lane columbus audi a3,1
437,60,901083,OH,500/1000,1000,1269.64,0,602942,FEMALE,College,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,10,1,NO,1,3,NO,84480,7680,15360,61440,2012,1998,1,19,2015,2,14,6235,8954 apache lane riverwood chevrolet silverado,1
290,47,885789,IN,250/500,1000,1393.34,0,472922,MALE,High School,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,20,3,YES,1,3,YES,56160,6240,12480,37440,2002,2008,7,21,2015,1,15,2369,4939 oak lane northbend audi a5,0
207,42,918629,IL,250/500,2000,1322.78,0,453277,MALE,PhD,own-child,55200,0,Parked Car,Rear Collision,Trivial Damage,,WV,9,1,NO,0,1,NO,5900,590,590,4720,2007,2000,10,3,2015,2,28,5261,yachting 5260 francis drive springfield bmw x5,0
56,42,655356,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,13,1,NO,1,2,YES,61490,11180,11180,39130,1998,1996,7,7,2015,2,25,6807,chess 3929 elm ave columbus bmw x5,0
339,48,290971,OH,100/300,500,1698.51,0,444378,MALE,JD,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,18,3,NO,2,1,NO,51840,8640,8640,34560,2001,2005,10,10,2015,2,10,3410,dancing 7574 4th st hillsdale volkswagen jetta,0
296,42,586104,IN,250/500,2000,1219.27,0,466970,MALE,Associate,husband,53100,-63400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,9,3,YES,1,2,NO,64080,7120,7120,49840,2012,2003,3,16,2015,2,16,4355,paintball 1267 francis hwy columbus saab 93,0
184,38,215534,IL,250/500,1000,1437.53,0,437889,FEMALE,College,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,6,3,NO,0,2,NO,53730,11940,5970,35820,2013,1994,9,12,2015,2,2,7448,chess 5201 texas hwy northbrook dodge ram,1
129,30,150181,IL,500/1000,2000,927.23,0,450730,FEMALE,PhD,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,7,1,NO,1,3,NO,74360,13520,6760,54080,2009,2007,5,6,2015,1,13,2809,sale  9245 weaver ridge hillsdale suburu forrestor,0
155,34,914815,IN,100/300,500,1706.79,0,462479,MALE,Masters,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,1,1,NO,1,1,YES,77040,8560,8560,59920,1998,1990,9,27,2015,1,7,8868,dancing 9706 mlk lane hillsdale honda civic,0
247,39,419954,IL,100/300,500,806.31,0,602177,FEMALE,College,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,SC,3,1,NO,2,3,NO,3300,600,0,2700,2003,1993,12,7,2015,2,25,7750,dancing 5279 pine ridge northbend dodge ram,0
84,32,979336,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,0,1,YES,0,2,NO,57240,4770,9540,42930,1995,2001,3,4,2015,1,30,5080,1546 cherokee ave northbend bmw x6,1
405,57,676255,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,21,3,NO,2,3,NO,61440,10240,10240,40960,2008,1999,12,28,2015,1,8,5490,exercise 3841 washington lane northbend saab 93,0
116,34,616337,IN,250/500,500,1737.66,0,470577,MALE,Associate,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,1,1,NO,1,1,NO,97080,16180,16180,64720,2001,2012,8,30,2015,1,1,854,chess 5719 2nd lane northbrook bmw x5,1
440,57,648852,IL,100/300,1000,995.55,5000000,604948,MALE,College,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,19,3,YES,0,3,NO,68200,12400,12400,43400,2007,2007,3,15,2015,2,2,2881,paintball 6668 andromedia ridge arlington jeep wrangler,1
75,27,143924,OH,100/300,1000,1141.1,0,468515,MALE,JD,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,15,2,NO,0,1,YES,71640,5970,11940,53730,2008,1993,12,10,2015,2,28,7750,movie 3618 maple lane hillsdale toyota highlander,0
286,41,710741,IL,100/300,500,1106.77,0,603320,FEMALE,College,other-relative,45500,-62500,Parked Car,Rear Collision,Trivial Damage,Police,WV,3,1,NO,2,0,NO,5000,500,500,4000,2003,2001,9,12,2015,2,26,4915,golf 7447 lincoln ridge columbus dodge ram,0
96,27,633090,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,WV,4,1,NO,1,2,NO,6030,670,670,4690,2007,2009,2,17,2015,1,23,2166,exercise 7780 flute lane arlington nissan pathfinder,0
266,46,246705,OH,250/500,500,1270.02,0,456600,FEMALE,Associate,own-child,0,-45800,Parked Car,Rear Collision,Minor Damage,Police,NC,5,1,NO,1,2,NO,2160,480,240,1440,2004,1990,3,14,2015,1,8,9066,skydiving 4232 britain ridge northbrook toyota corolla,0
180,33,113464,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,12,4,NO,2,3,YES,57700,11540,5770,40390,2002,2009,4,19,2015,2,15,2128,hiking 6435 texas ave columbus jeep grand cherokee,0
412,56,728600,IL,250/500,500,1042.56,0,616767,MALE,High School,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,19,3,NO,0,2,NO,68040,15120,7560,45360,1997,2002,8,15,2015,1,20,4541,yachting 6058 andromedia hwy springfield suburu forrestor,0
279,43,168151,OH,500/1000,2000,1281.25,0,463583,MALE,Associate,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,13,1,YES,0,1,NO,57690,6410,12820,38460,2010,1995,4,24,2015,1,17,7208,7859 4th ridge columbus mercedes c300,1
107,31,154982,IL,500/1000,2000,1374.22,0,470603,FEMALE,PhD,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,16,1,NO,0,3,NO,51260,9320,9320,32620,2002,1991,2,13,2015,2,26,8779,8118 elm ridge hillsdale suburu legacy,0
65,27,538955,IN,100/300,1000,1164.97,0,477695,FEMALE,College,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,17,1,NO,1,2,YES,42840,3570,7140,32130,2004,2001,9,29,2015,1,17,4858,exercise 7135 flute lane arlington chevrolet silverado,0
215,42,519312,OH,500/1000,500,1848.81,0,435489,MALE,JD,own-child,0,-49000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,20,3,YES,2,2,YES,68520,11420,5710,51390,2003,2008,10,28,2015,2,6,2292,2457 washington ave northbend suburu legacy,1
189,39,804751,OH,250/500,2000,838.02,0,450702,FEMALE,College,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,7,3,NO,2,0,YES,64400,6440,6440,51520,1997,1997,9,11,2015,2,13,6364,movie 1818 tree st northbrook dodge neon,0
75,27,831053,IN,250/500,1000,1202.75,0,602289,MALE,High School,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,23,3,NO,0,2,YES,79560,6630,13260,59670,2003,1992,8,5,2015,1,21,8204,9911 britain lane northbrook volkswagen passat,0
145,34,454758,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,18,1,YES,2,0,NO,52250,9500,4750,38000,2012,1990,5,20,2015,1,13,9004,sleeping 8805 cherokee drive northbend suburu legacy,0
199,38,206004,IL,250/500,1000,1281.25,0,467780,FEMALE,High School,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,6,1,NO,0,2,NO,44440,8080,4040,32320,2007,1991,9,26,2015,2,4,8532,movie 8941 solo ridge columbus bmw x6,1
147,34,806081,IL,500/1000,1000,1275.81,0,472657,MALE,High School,wife,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,13,1,YES,2,2,NO,101010,15540,15540,69930,1998,2011,2,1,2015,1,21,1450,sale dancing 7756 pine hwy columbus mercedes ml350,0
137,35,153027,IN,250/500,500,1667.83,0,460586,MALE,JD,husband,48500,-67400,Parked Car,Rear Collision,Minor Damage,Police,WV,4,1,YES,1,1,NO,6600,1200,1200,4200,2005,2010,3,11,2015,2,4,1791,paintball 4447 francis hwy northbrook jeep grand cherokee,0
150,30,290162,IN,100/300,1000,1677.26,0,439690,MALE,College,own-child,40100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,7,1,YES,1,3,YES,4590,510,510,3570,2013,1994,3,12,2015,1,10,7609,sale yachting 6378 britain ave springfield volkswagen jetta,0
289,48,231127,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1,1,NO,1,0,NO,42900,8580,0,34320,1999,1995,8,29,2015,1,9,7073,1325 1st lane springfield accura tl,0
25,38,944953,OH,250/500,1000,1540.91,7000000,608807,MALE,College,wife,40900,0,Vehicle Theft,Rear Collision,Trivial Damage,,VA,0,1,NO,1,1,YES,4320,480,960,2880,1995,1995,12,7,2015,2,24,7019,polo 1515 embaracadero st northbend toyota corolla,0
269,44,187775,OH,100/300,500,1297.75,4000000,451280,FEMALE,JD,own-child,0,-41400,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,15,3,NO,0,1,NO,98670,15180,15180,68310,2010,2002,12,21,2015,2,1,4425,chess 1830 sky st columbus chevrolet tahoe,1
179,32,907012,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,10,1,NO,0,1,NO,53100,5900,5900,41300,2006,1996,12,15,2015,1,28,6618,movie 2646 mlk drive arlington suburu impreza,0
362,50,114839,IL,250/500,500,1198.34,4000000,619735,MALE,Associate,wife,53000,-72500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,17,3,NO,1,1,NO,57060,6340,6340,44380,1995,2006,1,1,2015,1,7,3293,sale  8655 cherokee lane columbus mercedes e400,0
172,35,476923,IL,100/300,2000,1219.04,0,456602,MALE,MD,own-child,63600,-68700,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,19,3,NO,2,0,NO,79750,14500,14500,50750,1999,2004,9,19,2015,1,11,3766,paintball 7380 5th hwy hillsdale nissan pathfinder,0
313,50,116645,OH,100/300,2000,1255.62,0,603882,MALE,MD,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,18,3,YES,2,1,YES,69000,13800,6900,48300,1995,2004,6,30,2015,2,2,3869,polo 6206 3rd ridge northbrook ford f150,1
284,48,724752,IL,500/1000,500,958.3,0,464646,FEMALE,PhD,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,19,3,NO,0,0,NO,46860,8520,8520,29820,1998,2008,5,16,2015,1,22,2442,exercise 6931 elm st columbus volkswagen passat,0
65,29,476839,IL,250/500,1000,1726.91,0,456570,MALE,High School,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,,VA,14,1,NO,0,0,NO,7200,720,1440,5040,1999,1990,8,9,2015,1,28,8938,basketball 4453 best ave hillsdale audi a5,0
112,30,346940,OH,500/1000,1000,1166.54,0,479852,FEMALE,Masters,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,3,1,YES,2,0,NO,107900,10790,21580,75530,1997,2002,9,13,2015,1,21,4513,sleeping 9316 pine ave arlington dodge neon,1
121,31,439341,IN,100/300,1000,1140.91,0,478388,MALE,Associate,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,15,3,NO,1,2,NO,64300,6430,6430,51440,2002,1991,7,20,2015,2,15,8611,paintball 1030 pine lane northbend chevrolet silverado,1
165,35,976908,IL,250/500,500,900.02,6000000,448466,MALE,College,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,8,1,NO,1,3,YES,69700,6970,6970,55760,2008,2012,12,31,2015,2,24,785,camping 9007 francis hwy springfield bmw 3 series,0
114,30,488037,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,husband,0,-34700,Vehicle Theft,Rear Collision,Minor Damage,,WV,3,1,NO,0,3,YES,4680,520,520,3640,2013,2007,7,11,2015,2,25,2786,dancing 4434 weaver st arlington chevrolet malibu,0
126,30,267808,IL,500/1000,2000,916.13,0,431389,MALE,College,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,16,3,YES,2,0,NO,74160,6180,12360,55620,2002,1998,9,10,2015,1,7,5963,sale golf 8862 maple ridge northbend mercedes e400,0
183,38,439844,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,17,1,NO,0,1,YES,51920,9440,4720,37760,2001,2014,6,11,2015,1,24,227,paintball 5874 1st hwy hillsdale audi a3,1
116,31,615116,IN,250/500,500,1194.83,0,603733,FEMALE,MD,husband,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,23,1,NO,0,0,NO,44200,4420,8840,30940,1997,2008,11,9,2015,1,20,2263,camping 2037 5th drive riverwood suburu forrestor,0
